17104:5012,2562,3531,9699,32936,23708,19317,8122,10918,2184
17111:7843,7186,8300,4035,4257,5711,6277,7301,6565,6386
17128:3881,379,3345,725,2962,1841,3642,16,2037,1798
17140:7480,2635,1308,627,2061,3808,5151,7529,5630,1766
17147:6202,32015,14671,47811,54958,24915,52551,18020,13492,8070
17153:61180,37803,8176,17061,39786,15990,8739,54695,8588,11393
17164:4087,3687,1458,143,1530,1837,4079,2782,1889,2976
1717:4330,5976,3661,1344,4184,260,3384,433,2757,567
17185:3486,24906,31752,23027,16467,2551,13149,31536,23262,5667
17200:4176,2842,4473,2535,1259,218,606,3633,4004,85
1721:4378,877,2525,3136,673,1494,637,2752,1270,2192
17211:4390,3770,5381,3417,799,5465,5981,42792,2800,1597
17222:8833,939,6748,1813,3533,4920,1510,6872,4263,8460
17231:7264,5170,8302,1980,7198,1019,3592,2029,1948,1878
1725:4400,4360,5079,1094,861,2129,989,2072,1686,4526
17267:7548,1479,2096,6874,1702,3177,1475,7537,5071,5180
17280:4474,15995,7543,11189,8651,4674,4155,17445,37361,24753
17293:3924,1094,3205,5061,5039,3021,4085,2186,1580,718
1730:696,3560,1705,3029,3990,2455,886,2545,2618,2191
17313:4498,45,4028,3926,3527,4122,2612,59,2000,2697
17330:558,204,2686,2202,1668,317,1234,2298,300,604
17342:4557,6585,23810,18284,9624,26946,9209,25165,8571,4620
17406:6104,14462,23619,658,27560,6694,9119,6685,23411,22983
17424:561,4832,7583,6495,6048,3311,634,7774,2226,1984
17432:602,4010,4165,1805,1047,1314,1801,3471,4172,4637
1744:8812,12591,2841,5211,12337,29206,25985,6559,12590,529
17459:8914,3963,17823,851,1884,32233,25482,24060,3624,5432
17463:4689,4769,36206,20131,7040,6726,13335,8977,5299,2803
17467:798,2322,571,538,4753,95,4838,1878,4729,2304
17468:836,5222,7090,23573,2948,1567,36244,17333,11796,990
17474:4378,3578,1825,4134,128,4195,1033,2680,352,1442
17481:7020,6724,4546,834,2199,8006,6736,369,5713,3023
17483:4161,4086,1118,202,3672,3051,281,333,4460,4027
17496:4928,67,2135,15899,2089,276,19,2143,97,2274
17505:5805,2235,250,397,1498,6984,119,1838,1114,1925
1751:4629,4136,3979,3721,2385,19,36682,23402,1824,4041
17569:5822,3769,106,1092,440,3023,2816,4676,3831,2332
17595:9511,21606,13539,37252,26305,1243,24503,15747,20973,26739
17617:5134,8900,6431,4418,16363,34115,255,1937,10590,32030
17619:4119,2841,1908,1903,1701,497,3096,3857,4095,5929
17622:9262,3417,799,3770,5365,3826,1566,25986,6861,24697
17623:5784,3228,3530,4612,5004,5684,721,3828,7912,6060
17665:4464,758,693,2832,1791,1815,1035,7138,1480,20283
17694:875,4323,8167,8289,112,1737,7803,4996,4149,8410
17705:5993,2448,5740,2976,6636,8628,4921,4704,3135,6140
1772:481,1336,4543,877,856,2192,673,1494,1270,3381
17753:7638,8152,4351,507,3853,7281,4420,2602,6137,5034
17762:985,7831,14905,7008,21374,31718,24753,6755,23163,40109
17796:4718,4938,4235,2287,2906,492,2432,1844,1380,4650
17815:5947,6574,3532,6152,3040,6937,3912,6522,8275,3169
17822:4751,2397,2199,411,917,1783,128,4755,1304,206
17834:8521,7369,4419,6502,2783,5982,2087,6405,3845,6838
17851:4784,666,500,4676,2732,1488,872,1636,1059,1279
17858:5501,5294,316,5390,6090,1048,7981,4735,4981,1801
1786:4977,3086,3878,611,2847,2936,4636,4673,1022,705
17886:9600,31264,37032,4888,68554,6693,13686,4383,8799,21460
17929:4197,3262,1814,3824,3670,3293,1153,2528,1601,2021
17937:6615,18237,25682,5124,12841,5079,42860,5716,57964,618
17958:8553,4408,9614,10503,43109,16500,40977,20781,41951,41888
17968:6777,8294,6908,2515,3916,6288,3005,5213,2763,5729
17970:8655,30263,743,3607,15058,11618,21098,4,11779,6297
17974:6503,2556,3918,3982,1557,462,1553,1953,1801,2841
17980:4023,2984,3600,4133,2062,3504,1566,1022,1263,4096
18010:6312,6786,4079,5684,3274,2227,2570,6617,4496,8815
18045:5100,3617,692,4157,1524,3932,1425,681,880,3171
1805:57230,21134,45032,17096,17011,17806,39272,10884,6451,47436
18056:45483,6758,4992,9365,55723,45955,67748,53485,662,20016
18077:44814,54703,47094,30787,12347,18597,30067,6676,34912,47517
18086:6220,54755,31791,6060,53047,54572,31780,58605,61731,40531
18123:6187,9791,23296,17169,10390,13903,22902,5993,4991,3808
1814:6694,6104,6685,14462,23619,658,15838,27560,23411,9119
18144:3775,2541,3423,2475,329,540,714,3914,3862,4104
18153:87,482,828,258,307,3750,4396,5455,1390,678
18170:37910,3610,3631,25331,24630,9253,5219,346,4244,7100
1820:53136,53734,8914,7891,10581,56658,391,16,20574,21735
18214:4055,3937,2326,5209,2808,1915,2826,4524,220,3756
1822:5960,8439,8291,2204,8509,106,5950,5741,1817,2041
1824:529,4534,1476,4159,3381,3442,4698,4572,2254,573
18255:4242,4263,1707,2675,888,902,3321,1064,1921,2686
18261:4202,2821,1826,579,2313,309,3997,1243,3534,531
18289:4964,1590,8237,2727,7700,200,3608,1990,1198,2771
183:7170,6317,4860,2504,508,6767,8263,4526,5032,4632
1836:6565,5711,7301,6386,5684,3016,2863,7225,2372,5255
18367:625,4779,2675,3321,2605,4263,1707,2769,801,698
18380:5352,1761,3022,1405,7651,8549,67,4140,3298,5699
18387:4063,2500,1536,42,2956,1517,3095,2465,4402,1913
18420:62401,15754,51633,23008,17284,36102,44232,6265,50126,12611
18428:45318,5736,18157,58795,31234,27886,26460,8015,54907,47018
1843:648,1865,4394,1911,3835,3365,5078,1422,1028,1263
18432:780,2608,729,4785,1953,3481,2904,539,2261,1159
18438:941,4202,940,5352,418,7157,6370,8290,6628,252
18455:864,101,2048,1281,291,1710,1321,2494,2290,810
18460:634,711,4928,6567,5535,4930,4005,7232,5745,4441
18533:644,4179,3828,724,4798,6889,2080,4449,3517,3465
18548:680,2752,70,3506,3136,4543,1270,673,3906,2192
18552:8044,4820,6793,3119,5046,5519,1630,361,5032,4983
18554:7242,933,4065,2890,3038,4328,4631,6751,6318,28
18568:8440,6467,3717,8296,4740,3910,902,3468,1928,5046
18609:42110,8965,26169,12741,20331,11231,19893,44552,59621,58436
1862:498,2543,4704,505,2269,2523,4665,1544,4775,561
18620:2657,2041,553,610,2046,95,4484,3779,138,216
1864:716,3911,3648,672,2400,2181,869,3717,2066,5042
18642:671,8365,2850,3513,2324,6198,1988,3055,3243,2918
18645:31536,13149,16467,23262,18731,23027,5667,26485,15838,6685
18669:40664,10603,11692,5201,48135,9597,13937,18695,28619,27872
18680:3516,2974,4419,3508,1558,3805,93,3072,344,567
18682:53832,42984,50915,32,25601,68661,39228,8588,39786,50362
18686:4652,36,584,41,1401,761,1131,369,556,2536
18687:26374,3845,15495,702,4754,16361,27825,16629,30869,12442
18694:7658,8614,1344,16529,16331,13335,6726,8977,7040,7097
18697:4261,4271,1004,11591,12899,21721,1893,3400,15374,13844
18698:450,1673,2026,1585,2695,1529,2072,2779,59,813
187:978,1896,1799,4842,1751,733,1805,1184,2284,2330
18710:8987,15890,1345,16932,11930,14428,6381,2396,14528,36845
18730:5926,10091,25270,3686,17498,13496,20376,3963,16359,32233
18734:651,4977,1609,2296,3977,3262,1830,3717,4636,4013
18743:607,2661,535,988,1819,604,300,4834,1678,898
18755:383,3517,1811,2737,4371,2390,2361,703,4531,2659
18762:488,375,2453,4809,1533,905,930,727,147,1693
18769:6088,4397,5095,1461,8384,4224,1435,7762,1335,2430
18778:82,686,5440,4700,1566,5455,24697,4396,3826,8054
18812:6874,5446,6572,2543,6838,3242,847,6898,6141,4432
18834:4460,4086,4161,3672,1772,4027,330,3094,1118,1555
18836:6829,852,6131,613,4069,4725,4927,8636,5759,1820
18844:852,1880,6,1093,286,1764,2216,247,1950,668
18849:6668,5926,1101,4759,1482,4523,3403,1948,2029,8580
18856:3937,4055,2326,5209,2808,1915,2826,4524,220,4010
1886:27268,9631,25735,25115,388,29666,22680,23745,26407,26826
18865:6495,7583,6048,3311,4832,561,634,7774,2226,1984
18880:31,246,5744,2337,53769,119,6077,1612,176,4748
18901:4249,2421,1729,2276,5208,4010,4067,1131,4942,4979
18908:47926,9055,24320,14112,47517,67934,23924,20652,24389,53168
18923:4158,3011,4888,2024,1930,4322,47,538,1869,588
18966:5722,1089,4631,190,595,2890,3484,6751,2498,384
19000:392,118,3013,2455,886,1691,1089,1219,1559,2291
19030:5082,2019,2976,459,1889,2782,7622,5358,3019,6500
1905:5603,2730,6123,1259,1834,1354,4227,8047,7545,1180
19050:4813,4667,3704,5152,2084,1844,2512,64,4718,1945
19053:4444,2222,674,2164,237,1625,2505,2950,684,2455
19089:5616,2998,37,1853,905,2041,138,2052,4387,2657
19090:6508,69136,42407,26571,23445,8070,24921,13492,18020,52551
19107:4122,45,2000,1033,4498,2697,4028,3926,2147,3527
19109:5741,5950,2041,2285,8806,1425,4630,3419,2423,719
19145:5141,8078,1962,2879,3050,1342,1866,3061,3187,7324
19151:8977,7097,7040,36206,13335,6726,4769,16529,4689,8614
19172:8264,13080,27273,6211,7266,17873,8165,26591,10368,5406
19209:4303,2033,1001,899,3254,675,4690,910,569,4472
1923:4778,70,1988,2563,1080,4749,69,4701,1236,2498
19247:5822,2505,3979,4484,2973,2657,610,4444,2849,2950
19265:942,7279,5787,1891,7061,3935,5796,7791,628,2082
19281:5321,3973,4939,6781,5945,3652,3448,5383,3921,2277
19292:3176,31514,3676,35009,31294,2469,8341,9162,6627,26736
19302:7387,2088,3435,1198,1990,7724,8237,1590,4964,4178
19312:5729,5213,2763,6822,6621,6288,2515,5803,4770,6943
19357:500,29931,10063,11355,16867,3863,4732,2352,11079,24999
19362:573,25846,34900,6035,6148,5568,19573,29371,68540,11309
19375:6736,8006,2199,369,7020,6724,5031,5896,6246,3484
19378:9253,24630,346,5219,3631,37910,3610,25331,2988,4307
194:996,2037,1316,1429,1397,12,4706,4839,206,2327
19416:55417,53125,38688,7636,42830,38218,39407,43087,13536,36041
19435:428,4321,1863,3817,555,574,4673,2013,2604,611
19464:3821,5143,2958,3260,41,2970,3476,343,3729,4216
19471:4395,600,6111,2422,3295,3711,5365,4870,2031,3418
19483:4726,2093,2532,2209,4807,2153,1643,4739,860,1284
19506:3944,3480,315,4263,4262,4337,5237,749,3441,2547
19509:4824,1870,276,23352,212,5024,1248,2401,6152,664
19510:7454,4233,4725,613,6131,5503,6829,4069,852,4927
19521:4504,1373,2084,1190,5152,3254,4813,4255,3106,2512
19562:6153,33891,4949,9623,7652,25910,4403,18565,4152,11456
19565:4615,4973,11750,10615,2767,6251,3561,36320,3484,7661
1959:6723,4713,4983,5614,2690,4926,8285,5519,5046,3119
19622:6060,3571,4300,2460,5939,1182,4113,2470,2583,721
19627:5892,25838,19893,16211,11836,58436,14951,7399,18468,22196
19645:389,886,3990,29,4599,2618,2545,2097,1705,2455
19673:4411,1004,13844,28074,10590,12899,14350,4261,255,4271
19689:4133,2027,1724,3599,2744,3833,3865,3034,326,1738
19693:5684,4079,3274,6312,2227,6786,6617,8815,4475,8670
19705:3639,1011,1611,1511,3373,805,3708,225,664,1055
19712:3368,8934,10645,38494,25430,25186,26341,26773,15023,26827
19737:817,4543,728,664,1055,3708,2233,1511,3639,1011
1977:6727,5918,3861,1280,7041,4300,6762,6557,2299,3370
19772:6183,6083,1496,3932,1470,4668,8167,3536,8237,8238
19779:8875,22736,8117,23889,20179,2936,10967,24221,26311,33403
19825:4674,2041,2006,1770,4708,4770,2528,815,589,2339
19827:9601,4444,35609,8906,30809,719,1799,6561,29314,33891
19877:728,817,4543,664,1055,3708,2233,1511,3639,212
19909:346,3723,893,1921,2462,2686,3589,3642,902,2620
19910:27560,9119,658,14462,23619,22983,6104,15916,25664,6551
19933:4887,2505,567,4168,73,7645,1490,110,1647,4634
19937:7196,8338,24401,2949,28405,7231,25238,2469,9162,8341
19943:7652,4403,9623,18565,4152,11456,25910,28721,6153,1278
19946:4182,3465,1504,1137,237,367,3419,684,3660,174
19955:9162,8341,7231,3676,31514,2469,2949,24401,3176,31294
19976:3584,3374,8415,4841,13262,5141,20360,27010,4297,17919
1998:5240,4573,2586,2425,3151,7673,5481,7896,2883,5162
19998:53457,845,15127,53769,12399,176,31,174,68539,5744
2:1668,317,2202,1234,300,604,535,607,2661,988
20004:8612,2842,4565,5606,3005,2560,3570,6747,5597,2985
20014:7471,6034,512,4127,16807,4590,7845,4705,9751,11796
20016:5143,3821,3260,2958,41,3729,4216,2970,343,3476
20035:4904,1142,310,3799,7,2500,950,1733,2471,1243
20056:4229,3608,1344,2955,4175,556,1714,1178,3532,1605
2011:5163,36674,5736,27740,54907,57795,20055,45318,25577,47018
20116:3670,3293,5202,2066,3262,1153,2181,1814,3717,716
20143:5304,3605,4730,1817,1989,3175,5037,106,22,8509
20154:4140,689,2192,481,1494,1270,877,673,3136,625
20169:5673,1652,5435,2423,772,914,5281,8126,2349,566
20215:6090,1048,7981,5501,5294,316,5390,1801,4735,4981
20224:4065,4328,6751,4631,273,2890,2498,7242,933,5722
20238:4655,374,1130,122,79,1156,1283,997,289,750
20246:3415,2596,2861,182,1230,747,3449,861,1094,4400
20247:6130,27188,20500,12804,15273,466,5355,7107,21469,12472
20248:448,1045,1871,2644,3858,1302,66,3917,1074,5065
2025:8167,875,4323,1737,7803,8289,112,4996,4149,8410
20266:26822,2971,15410,3463,1319,48,11004,26742,3619,25798
20286:542,1335,1435,7762,2430,8057,13563,14308,4224,11510
20320:5889,719,2423,3419,1733,1425,8806,2285,2041,6110
20330:660,4210,92,869,3264,2654,385,3181,651,941
20340:6690,6962,4680,5791,3931,4552,4920,3533,4070,1510
20342:4104,714,2475,2387,3755,46,3775,4014,3423,329
20346:5957,4036,979,7281,8058,3760,3853,4420,6440,7638
20373:7815,5630,27459,15563,1885,5732,5168,7374,20290,22763
20393:8,1291,2486,1365,3924,1559,964,3434,347,1723
20413:47517,23924,20652,24320,53168,44814,54703,47094,30787,12347
20464:9350,7693,36766,8372,7709,4119,15440,2859,13226,4351
20499:53183,6440,14544,34141,28027,53284,55392,68639,35358,17387
20500:4782,4686,4300,3441,468,2547,5158,4727,749,4629
20529:862,1813,4519,3640,146,5782,5236,2395,1777,3591
2057:55392,53284,28027,34141,14544,35358,6440,41697,27740,20055
20579:507,4996,3512,1436,1401,3464,2004,1287,3731,1404
20580:762,6572,2477,3857,5378,8048,7964,4432,6838,7698
20581:47980,31906,28891,60047,21998,19969,13456,68714,61438,37172
2059:4831,3483,3750,3078,2043,801,2229,44020,258,87
20594:5089,3041,1278,4178,7724,7387,2088,3435,1198,1990
20598:4383,37032,12857,56553,22456,29452,25658,11382,14658,56005
20611:5390,316,5294,5501,4735,6090,1048,7981,4981,2696
20637:363,2400,1162,1574,2909,2851,4367,1444,3750,1630
20654:646,6667,6905,6838,8393,6650,2198,6346,6434,1144
20670:4036,3476,5116,279,649,1066,503,2958,1163,4169
20695:489,280,2916,5199,2978,3489,4280,3120,1154,406
20697:3656,3692,1702,2071,3200,1949,815,4523,1100,787
20711:842,1566,1186,1306,3838,3206,1268,1230,3463,3101
20714:5699,5025,7651,3022,1761,5352,1405,8549,67,4140
20718:6189,7232,6003,5535,711,5974,6380,5231,634,4433
20733:8471,51056,2150,1359,2661,68508,1936,43990,4683,1592
20765:4182,2538,291,452,3862,46,1707,3321,2675,4263
20768:3805,4419,3516,2974,1558,93,3508,3072,344,567
20779:4870,2031,4104,3418,69,17,4304,6111,5365,600
20780:4754,727,1808,2015,488,98,330,1982,1005,1533
20790:3012,2754,7617,17527,4437,8310,12072,10424,43030,6055
2080:922,5929,3133,3104,3096,3857,3626,1465,2426,4016
20814:525,4851,1746,2026,1615,1817,1540,1295,2708,1602
20849:53047,54755,6060,13716,40531,8979,16100,38218,8159,28619
20853:5178,4979,1789,2371,3609,175,4679,1929,3724,1444
20863:4187,3009,1441,2785,2577,1913,4918,97,404,932
2087:5530,6494,7194,15023,38494,17401,11115,27637,4038,5150
20870:6486,29053,1443,22655,15215,5062,7944,3726,3939,1458
20880:5200,3110,5074,4515,3952,2862,1076,184,70,4757
20881:742,133,2185,2654,1958,2591,4756,4703,1000,2009
20904:7749,3711,105,3295,253,2422,4395,600,4586,6111
20926:556,1131,369,1677,631,41,2536,672,761,1401
20939:2949,7231,24401,9162,8341,2469,8338,31514,3676,3176
20948:4905,4017,1542,2797,4178,5039,1580,718,4397,2186
20959:5155,1178,2062,3365,1028,5078,4394,1911,1566,648
20962:6867,2681,591,1741,353,8537,7315,1592,2703,3386
20977:39756,31174,23980,804,5724,36384,35059,14799,15198,30222
20994:888,3570,1707,2880,3321,2675,256,4263,1921,2686
20995:7061,1863,3973,4792,5367,3120,1912,6476,8235,3998
21:4402,3077,3095,1517,4436,4236,4367,2956,1536,2449
21001:4970,5289,5649,706,6252,5427,2544,1494,7838,3151
21063:7186,7301,6386,5711,2299,6277,4035,8300,1280,6565
21077:5065,1577,1074,3917,4092,3451,2231,1836,1370,1302
21091:8057,13563,14308,4224,11510,29526,483,8686,776,15020
21106:4322,47,538,2024,588,27,5034,3011,4158,4888
21124:941,385,2117,2909,1752,1913,4382,3866,2465,4179
21164:38920,1702,2686,7684,5892,5626,14058,9803,7238,37086
21172:6718,5973,779,3657,558,7894,1777,5782,146,7233
21186:840,2506,3253,3749,3920,3612,3149,666,3352,282
21187:3252,559,20283,622,2009,4419,1749,3475,7138,875
21188:8161,5190,8416,6054,5806,304,8364,3212,4470,837
21226:5716,2814,7719,6393,4441,5092,5745,4292,145,1912
21246:7185,1928,3591,4740,8296,3717,3910,902,3468,5046
21265:4595,2269,3085,2238,3763,4409,5216,4556,2201,4745
21274:4731,28700,10482,5530,6494,7194,23250,16926,30211,7347
21305:4942,220,897,1131,2808,5209,3756,1915,2826,3294
21310:4509,2469,3085,4467,4409,3823,2920,1010,4661,355
2132:4640,794,8013,2123,4637,4130,1384,1324,2639,84
21335:4275,3334,1699,1890,2705,3981,3759,3179,166,1688
21338:7280,2605,5582,5388,4187,3529,1717,5827,3102,5978
21348:27412,2197,8598,31536,15240,23411,15838,6685,18731,24591
21355:7231,2949,24401,9162,8341,2469,31514,3676,8338,3176
21389:7709,4119,7693,15440,9350,36766,8372,2859,13226,27954
21407:799,1566,3417,2800,1597,24697,4390,3770,3826,5465
21414:40152,1627,2184,10918,8122,23708,9699,32936,2562,5012
21515:3866,2452,3884,4493,3159,1687,4657,1401,2447,1193
21518:875,419,5983,4298,4184,3616,1357,301,260,25347
21522:866,914,2422,3064,2851,3067,2105,3202,132,3529
21534:3802,3951,26173,29215,25971,13431,11575,26760,3808,22666
21567:3875,698,2605,4263,1064,1727,902,2620,4568,2769
21576:32036,9503,2085,17220,25028,5349,29545,9924,3904,6416
21595:518,5390,15874,708,16093,6628,10796,5435,834,7498
21596:4781,252,6628,2841,8290,462,6503,2556,3918,418
21611:338,2332,1077,2143,326,992,1767,238,4673,1931
21628:979,4036,7281,5957,1625,2622,2138,5535,8058,4420
21634:68195,19194,35440,11365,25141,53864,66338,32650,12906,41949
21651:4877,343,2551,3729,4216,3603,4256,4169,2450,300
21691:4067,3756,1019,2808,4942,3297,4524,5209,2826,1915
21715:4361,1029,2127,3660,367,4369,46,360,718,1137
21716:9501,25602,29551,6442,5489,191,2337,3722,15226,8344
21727:3895,529,2178,4296,2835,1496,4288,4554,3048,4763
2173:7491,7047,734,18369,13536,11836,26152,19893,12741,16595
21730:506,4238,738,2680,1778,1033,4378,4134,128,4195
21733:8344,25513,15226,6442,14226,29551,25602,9501,18041,5489
21737:7981,1048,6090,5501,5294,316,5390,1801,4735,4981
2176:780,47703,1756,575,5885,542,8613,2229,10710,26640
21841:696,23850,10466,41990,54968,22196,40450,27563,19893,16211
21844:46603,35700,42159,55514,43180,61313,25601,42715,10581,8739
21892:45832,12757,41108,38908,59302,28597,6665,14590,24915,388
21900:996,13262,5436,3674,23250,30420,7678,27498,4731,28700
21912:4253,5961,1564,3965,695,1430,1536,5688,2229,1970
2192:26056,4449,5432,8914,15149,13440,3963,25482,18302,1413
21931:60047,47980,31906,28891,21998,68714,61438,37172,31408,24720
21961:94,258,307,3483,3750,678,828,87,7837,327
21996:8799,68554,9600,31718,36249,4888,13951,45428,45031,37507
22002:41951,8739,15990,43109,11393,16500,61313,10503,9614,43180
22007:6370,7157,941,4202,940,5352,418,8290,6628,3902
22035:914,3067,866,2851,3202,5098,132,3064,2422,2105
22076:4785,3481,729,780,2608,2904,539,1953,2261,2562
22080:8070,18020,52551,13492,23445,42407,69136,6508,6202,32015
22091:6229,7058,6,2690,304,3010,5806,6054,8416,5190
221:4408,909,2406,235,711,1203,6012,5701,2696,1441
22110:4683,2406,2020,2401,2901,1753,2768,1359,1936,1592
22130:6762,3370,6327,6035,5918,2326,4154,562,6046,3845
22170:64,2906,2432,4718,3106,492,4938,2434,1124,4235
22206:7160,5201,2191,3057,4179,644,3828,724,4798,6889
22221:636,5079,1774,1865,1423,3659,3220,4264,2646,4
22227:4267,3099,182,2873,3594,1589,2589,3577,4570,3487
22244:615,109,578,2472,1614,1325,1504,1185,367,2440
22259:4745,3763,2238,3085,4595,2269,4409,4556,4,5216
2227:7605,29077,2198,18644,17554,8989,878,4729,25137,22522
22308:7661,35573,36320,2767,16999,6251,10615,3561,4973,4615
22312:5827,1929,2319,3237,8322,3010,2690,1561,6,6229
22313:7483,26775,6559,29206,2841,8812,12591,5211,12337,25985
22331:3660,1029,2127,367,4361,1137,732,46,718,4369
2236:26387,5355,28202,10144,21469,25028,8007,22200,29545,31896
22417:4789,1208,4711,4814,4771,1241,662,1492,1439,913
22449:7968,4007,7782,3315,1269,4010,8238,3536,1470,365
22454:43145,3465,24016,39014,19908,2968,2129,25691,24091,3575
22475:525,1488,371,5169,3107,1982,2738,3413,3889,674
2248:26739,20973,16469,15747,12595,24503,1243,26305,3375,13539
22481:7922,25373,29529,26827,22989,10645,8905,1195,29680,25186
22496:8510,39100,68967,46984,57964,20995,50765,42207,41746,7807
22533:4010,4165,1805,602,1047,1314,3471,4172,4637,1801
22574:4851,525,1746,2026,1615,1817,1540,1295,2708,1602
22587:6035,6327,4154,2326,562,6046,6762,3845,3370,4800
22593:897,3294,55,1891,2245,3337,220,2496,2826,2820
22599:4891,854,716,2479,599,2963,757,2492,2177,2491
22601:68164,1501,25087,35633,15852,42596,12367,1407,55723,6758
22614:6522,3040,3278,5947,6574,6152,3532,4359,6937,3912
22626:7369,8521,4419,6405,2087,5005,6502,5982,8393,6838
22640:8295,3368,5642,3861,2900,101,5708,2196,2457,1590
22680:6110,6608,2975,4271,2092,28074,4261,14350,32065,16294
22690:4738,6208,16717,1819,2973,2950,3370,2381,2339,4182
22732:4886,529,2874,12590,25985,30756,10653,24091,12337,5211
22738:8686,483,776,29526,15020,30202,7013,11510,24351,17660
22755:758,4464,693,1791,1815,2832,1035,7138,20283,2009
22793:9503,2085,32036,17220,9924,3904,25028,8889,6416,5349
2282:27825,16361,702,16629,30869,12442,3694,2149,28960,4557
22826:406,3216,1635,3356,3161,1683,7095,5502,3655,3620
22840:4394,1911,648,1865,3365,5078,3835,1028,1422,1263
22841:7700,2727,200,3608,4964,2771,1590,8237,4428,3907
22896:27725,23631,10171,27230,5141,27010,4297,17919,8415,6815
22900:835,2639,1859,3620,3655,7095,1384,4130,1427,406
22903:538,4729,1878,290,949,4753,1270,761,2536,1401
22927:4149,4996,8410,7803,1647,110,1737,1490,73,2505
22934:8484,161,4479,8444,860,3512,402,3980,2868,8196
22938:651,941,2071,385,363,1949,2654,1752,1162,2400
2294:28822,14149,4643,23075,25740,16043,8727,8646,27024,24735
22944:37594,37225,1893,17333,711,25755,30263,11591,15058,4
22962:7724,4178,7387,3041,2088,3435,1198,1990,8237,1590
22973:4247,1782,1141,3001,1924,13,3181,1809,1762,1341
23001:741,2372,6250,207,2485,2797,3969,2716,637,3835
23007:3819,1096,7268,14473,6028,35,26880,3145,2613,12028
23015:4209,658,3063,3889,993,3656,1060,4578,3900,836
23019:5079,18237,33878,53380,25682,471,5124,12841,6615,68661
23054:42033,7807,41938,35440,41675,7403,53374,42207,41949,66338
2307:4104,3418,2031,4870,69,17,4304,6111,5365,3222
23074:30211,16926,28112,7347,4038,6494,17401,5150,11115,10482
23075:37252,21606,3413,9511,24135,13539,26305,1243,24503,7056
23082:599,2479,716,769,622,2492,2710,2649,2491,2466
23085:742,3558,4705,796,880,4972,681,5089,3932,2290
23105:5010,4859,4202,309,2821,110,1801,1243,1826,579
23126:5348,6103,1246,4195,6355,3825,2394,2317,5530,1334
23144:6815,7348,10171,4297,17919,27010,3275,5141,27725,23631
23155:421,2970,41,3821,2221,5143,2958,483,1110,3260
23166:7470,8144,18302,17632,3515,17975,25482,28114,1413,8914
23171:68222,39868,20800,68380,8050,39943,42138,38831,34662,42293
23174:8646,27024,7839,28822,2295,14149,4643,23075,16043,25740
23182:6025,6316,820,2313,1745,6124,3082,1912,2376,6670
23209:5933,8071,7043,6196,566,8126,2739,7650,3311,4835
23215:93,1028,4693,2463,4723,4672,4683,549,49,2003
23221:68052,21928,18878,1285,20517,50765,42207,27872,13937,55021
23238:47811,14671,32015,54958,29131,54386,6202,20843,14590,24915
23241:4788,1769,2529,4387,2892,4731,2004,3464,2545,5110
23247:8071,5933,7043,6196,566,8126,2739,7650,5867,1632
23256:3824,1814,4197,1601,2528,1153,2562,3262,3293,3670
2326:31294,3176,3676,6627,26736,31514,35009,15212,8341,9162
23277:914,5281,5300,772,1021,8126,5380,566,5744,4835
23299:658,3063,993,3656,4209,1060,489,4578,3900,836
23336:4684,4774,189,2698,4823,2139,4832,965,1663,1557
23363:6346,6650,6667,234,8393,646,6502,2087,3416,6838
23423:4004,3633,85,4176,2842,4473,2535,218,1259,606
2348:6889,4798,2080,4449,4218,3190,3890,3517,3465,3349
23504:4185,2485,1793,797,1806,1506,1243,4095,3823,1908
23522:5939,3571,6851,4113,2470,1182,6060,7846,5202,2583
23527:27963,5673,3725,15703,4787,23543,16210,8815,7056,24135
23552:4190,4586,105,253,7590,7749,5429,2422,3295,3711
23592:7418,4935,6097,1090,8619,5982,7369,8521,2783,4196
236:695,3965,1536,5688,2229,1564,5961,1970,4253,4631
23602:4085,4062,2186,5061,4397,718,1580,5039,4178,4017
23627:3609,5178,4979,2371,2314,1789,1929,4228,1066,3724
23640:25798,5779,3463,14473,15410,2971,9406,5927,35,26822
23642:480,28143,34246,36099,12857,391,13761,8476,4132,36048
23652:41632,18940,16324,24319,5568,7891,16019,17266,44951,26640
23676:8322,3237,2319,1561,1929,5827,3010,2690,2545,6
2369:3686,17498,16359,5926,16666,13496,570,11336,10091,2237
23709:529,5480,1193,7421,5655,967,5041,4658,5378,3240
23724:5704,5853,4039,7291,3866,5322,5991,2267,7743,2152
23755:30420,23250,7678,28700,4731,27498,10482,21481,9187,27015
23791:960,3108,3704,1124,2126,1517,113,2611,4075,4667
23809:42348,13951,36249,37507,45031,31718,54386,20843,41444,45428
23834:2968,25691,3575,15902,20979,24091,24099,23530,25225,16562
23842:3714,6152,5530,4237,26341,4731,7194,4606,6494,38494
23847:6793,5046,5519,8044,1630,3119,361,4983,4820,6723
23884:8100,1451,38907,4351,1088,8787,6183,34858,4397,39370
239:598,6122,4751,6780,1191,4475,4649,1456,8165,277
23920:7265,132,40160,837,8414,108,216,7494,7707,1284
23932:7944,3939,2803,3654,15215,16422,31566,3033,3449,25222
24007:41949,57006,25141,66338,35440,32780,61731,68195,58605,7403
24023:4535,1349,5138,3795,2351,4918,3513,2114,2785,155
24038:4775,561,597,4665,2058,2523,2298,498,2543,4704
24051:382,330,4754,98,727,1612,1005,488,1533,2015
24053:29774,27015,21481,7347,10482,30211,16926,9187,28112,28700
